                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                 1.6394,                 1.1034,                0.86799,                  1.788,                 1.2215,                0.86804,                0.88085,                0.58455,                0.69734,                0.36837,                 1.9157,                 1.5774,                0.91477,                 1.9823,                 1.6024,                0.91212,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.6067,                 1.0321,                0.85594,                 1.7702,                  1.147,                0.85995,                0.92016,                0.64186,                0.75054,                0.40676,                 1.7558,                 1.4132,                0.89145,                 1.8123,                 1.4778,                0.90096,               0.005347,               0.005347,               0.005347
                     97,                 1.6302,                 1.0336,                0.86468,                 1.7665,                 1.1455,                0.86717,                0.83776,                 0.6093,                0.70678,                0.36566,                 1.9278,                 1.4554,                0.90146,                  1.991,                 1.5062,                0.90818,              0.0052975,              0.0052975,              0.0052975
                     98,                 1.6661,                 1.0676,                0.86459,                 1.8166,                 1.1668,                0.86721,                0.90301,                0.60624,                  0.702,                0.38876,                 1.6885,                 1.5558,                0.89185,                 1.8034,                 1.6396,                0.89664,               0.005248,               0.005248,               0.005248
                     99,                 1.6334,                 1.0407,                0.86198,                 1.7633,                   1.12,                0.86459,                0.84749,                0.64618,                0.73131,                0.41304,                 1.8321,                 1.3832,                0.91384,                 1.8524,                 1.3694,                0.90413,              0.0051985,              0.0051985,              0.0051985
                    100,                  1.599,                 1.0141,                0.86956,                 1.7557,                 1.1302,                 0.8708,                0.85113,                0.62326,                0.70519,                0.38324,                 1.8287,                 1.7019,                0.90246,                 1.9149,                 1.7864,                0.90015,               0.005149,               0.005149,               0.005149
                    101,                 1.6104,                  1.031,                0.86284,                 1.7653,                 1.1364,                0.86381,                0.87559,                0.62326,                0.73539,                0.40249,                 1.7715,                  1.522,                0.89345,                 1.8404,                 1.6651,                0.89733,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.6197,                 1.0344,                 0.8601,                  1.773,                 1.1165,                0.86132,                0.85835,                0.62791,                 0.7153,                0.37967,                 1.8779,                 1.6058,                 0.9097,                 1.9403,                 1.6332,                0.91026,                0.00505,                0.00505,                0.00505
                    103,                 1.6457,                 1.0741,                0.86074,                 1.7957,                 1.1604,                0.86393,                0.90336,                0.65215,                 0.7488,                0.41738,                 1.7274,                 1.4939,                0.89173,                 1.8187,                 1.5465,                0.89549,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.6229,                 1.0118,                 0.8609,                 1.7473,                 1.1058,                0.86051,                0.84124,                0.66544,                0.73921,                0.41526,                 1.6917,                 1.4611,                0.89336,                  1.777,                 1.5255,                0.89846,               0.004951,               0.004951,               0.004951
                    105,                 1.6281,                 1.0198,                0.85544,                 1.7833,                 1.0942,                0.85975,                 0.9111,                    0.6,                0.70198,                0.38579,                 1.7666,                 1.6224,                0.89078,                 1.8345,                 1.6109,                0.89478,              0.0049015,              0.0049015,              0.0049015
                    106,                 1.6214,                 1.0437,                0.86489,                  1.768,                 1.1285,                 0.8613,                0.89273,                 0.6093,                0.73505,                0.39843,                 1.7363,                 1.5002,                0.89196,                 1.8591,                 1.5301,                  0.898,               0.004852,               0.004852,               0.004852
                    107,                 1.5935,                0.99732,                0.86276,                 1.7317,                   1.06,                0.86459,                 0.9045,                 0.6186,                0.73618,                0.39607,                 1.7676,                  1.381,                0.89941,                 1.8813,                 1.4538,                0.90181,              0.0048025,              0.0048025,              0.0048025
                    108,                  1.593,                 1.0387,                0.86518,                 1.7602,                 1.1535,                0.86701,                0.85818,                0.67548,                0.74513,                 0.4161,                 1.7311,                 1.3528,                0.89249,                 1.7869,                 1.3905,                0.90271,               0.004753,               0.004753,               0.004753
                    109,                 1.5824,                0.98033,                 0.8542,                 1.7249,                 1.0858,                0.85902,                0.96137,                0.57875,                0.73318,                0.40963,                 1.7678,                 1.4322,                0.89398,                 1.8062,                 1.4779,                0.89387,              0.0047035,              0.0047035,              0.0047035
                    110,                 1.5694,                0.98154,                0.86131,                 1.7278,                 1.0831,                0.86448,                0.88492,                0.63256,                0.73934,                0.40178,                 1.7648,                 1.4079,                 0.8967,                  1.829,                 1.4777,                0.89656,               0.004654,               0.004654,               0.004654
                    111,                 1.5742,                0.96895,                 0.8617,                 1.7124,                 1.0674,                0.86033,                0.82587,                0.66512,                0.73088,                0.42152,                 1.6969,                  1.438,                0.88981,                 1.7508,                 1.5257,                0.89085,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.5833,                 1.0066,                0.85843,                 1.7364,                 1.0977,                 0.8641,                0.80643,                0.63946,                0.70999,                0.38635,                 1.7732,                 1.5003,                0.89841,                  1.912,                 1.6127,                0.90362,               0.004555,               0.004555,               0.004555
                    113,                 1.5647,                0.97876,                0.86403,                 1.7168,                  1.074,                0.86658,                0.84702,                0.61395,                0.71466,                 0.3982,                 1.6802,                  1.418,                0.89126,                 1.7863,                 1.5304,                0.89362,              0.0045055,              0.0045055,              0.0045055
                    114,                 1.6088,                  1.027,                0.86376,                 1.7814,                 1.1741,                0.86632,                0.89227,                0.66047,                0.73696,                0.41198,                 1.7279,                 1.3779,                0.89072,                 1.8271,                 1.4318,                0.89534,               0.004456,               0.004456,               0.004456
                    115,                  1.558,                0.97111,                0.85157,                  1.715,                 1.0583,                0.85618,                0.82652,                0.63256,                 0.7093,                0.40454,                 1.6965,                 1.4025,                0.88915,                 1.7727,                 1.5119,                0.89402,              0.0044065,              0.0044065,              0.0044065
                    116,                 1.5893,                0.98296,                0.86184,                 1.7093,                 1.0573,                0.85974,                0.89858,                0.63721,                0.74096,                0.41421,                 1.6959,                 1.3401,                0.88692,                 1.7741,                 1.4449,                0.88767,               0.004357,               0.004357,               0.004357
                    117,                 1.6169,                0.99035,                0.85882,                 1.7245,                 1.0731,                0.85764,                0.89402,                0.66702,                0.75362,                0.43157,                 1.6998,                 1.3361,                0.88955,                  1.729,                 1.3915,                0.88567,              0.0043075,              0.0043075,              0.0043075
                    118,                 1.5805,                0.97913,                0.85998,                 1.7315,                 1.0774,                0.86232,                0.91341,                0.63781,                0.75177,                0.40614,                 1.7448,                 1.3911,                0.88844,                 1.8398,                 1.4309,                0.89369,               0.004258,               0.004258,               0.004258
                    119,                 1.5748,                0.95945,                0.86055,                 1.7103,                 1.0628,                0.86119,                0.88822,                0.66512,                0.75392,                0.39872,                 1.7402,                 1.3768,                 0.8935,                  1.897,                 1.4423,                0.90377,              0.0042085,              0.0042085,              0.0042085
                    120,                 1.5408,                0.94594,                0.85317,                 1.6959,                  1.056,                0.85712,                0.84528,                0.67907,                0.77268,                0.42835,                  1.733,                 1.3276,                0.89046,                 1.8424,                 1.3626,                0.89467,               0.004159,               0.004159,               0.004159
                    121,                 1.5411,                0.93166,                0.85319,                  1.677,                0.98519,                0.85544,                0.88341,                0.66512,                0.75717,                0.41943,                 1.6906,                  1.296,                0.88315,                 1.7935,                 1.3851,                0.88613,              0.0041095,              0.0041095,              0.0041095
                    122,                 1.5263,                0.93076,                0.85452,                 1.6906,                 1.0074,                0.85871,                0.85181,                0.64186,                 0.7433,                0.41164,                 1.7014,                 1.4346,                0.89311,                 1.7532,                 1.5436,                 0.8907,                0.00406,                0.00406,                0.00406
                    123,                 1.5709,                0.96562,                0.85182,                 1.7139,                 1.0509,                0.85573,                 0.9208,                0.64651,                0.76077,                 0.4166,                 1.7706,                 1.3468,                0.89257,                 1.8018,                 1.4339,                0.89034,              0.0040105,              0.0040105,              0.0040105
                    124,                  1.585,                 0.9648,                0.86227,                 1.7113,                 1.0379,                0.86194,                0.89989,                0.63721,                0.74784,                0.41187,                 1.7695,                 1.4312,                0.89219,                 1.8619,                 1.5254,                0.89482,               0.003961,               0.003961,               0.003961
                    125,                 1.5701,                0.96754,                0.85823,                 1.6832,                 1.0437,                0.85907,                0.90314,                 0.6186,                0.72069,                0.40936,                 1.6966,                 1.3359,                0.88831,                 1.8015,                 1.4301,                0.89153,              0.0039115,              0.0039115,              0.0039115
                    126,                 1.5422,                0.95119,                0.84595,                 1.6785,                 1.0392,                0.84875,                0.88146,                0.65581,                0.74564,                0.41139,                 1.7701,                 1.3596,                0.89541,                 1.7918,                 1.4504,                0.89494,               0.003862,               0.003862,               0.003862
                    127,                 1.5502,                0.93121,                0.85689,                 1.6788,                 1.0029,                0.85627,                0.87632,                0.64651,                0.75613,                0.42285,                 1.7455,                 1.3479,                0.89362,                 1.8228,                 1.4147,                0.89527,              0.0038125,              0.0038125,              0.0038125
                    128,                 1.5172,                0.90071,                 0.8483,                 1.6296,                0.94683,                0.84965,                0.88865,                0.66977,                0.76417,                0.42637,                 1.6648,                 1.3361,                0.88787,                 1.7591,                 1.3856,                0.89055,               0.003763,               0.003763,               0.003763
                    129,                 1.5546,                0.95311,                0.84645,                 1.6972,                 1.0168,                0.85032,                0.88528,                0.68372,                0.76094,                0.42856,                 1.6777,                 1.3157,                0.88866,                 1.7634,                 1.3178,                0.89043,              0.0037135,              0.0037135,              0.0037135
                    130,                 1.5402,                0.93001,                0.85161,                 1.6653,                0.99521,                0.84957,                0.92682,                0.61395,                 0.7391,                0.42477,                  1.685,                 1.3243,                0.88806,                 1.7925,                 1.4039,                0.89344,               0.003664,               0.003664,               0.003664
                    131,                 1.5253,                0.91552,                0.85336,                 1.6491,                0.96281,                  0.855,                0.87778,                0.64651,                0.75234,                0.42955,                 1.6869,                 1.3726,                0.89245,                 1.7848,                 1.3901,                0.89296,              0.0036145,              0.0036145,              0.0036145
                    132,                 1.4817,                0.90672,                0.83993,                 1.6421,                0.97779,                0.84403,                0.90543,                0.62344,                0.74335,                0.41287,                 1.8085,                 1.3847,                0.89832,                 1.8962,                 1.4251,                0.89716,               0.003565,               0.003565,               0.003565
                    133,                 1.4942,                0.88968,                0.84894,                 1.6232,                0.96326,                0.84975,                0.83096,                0.66306,                0.74842,                0.41953,                 1.7698,                 1.2626,                0.88687,                  1.802,                 1.3777,                0.88762,              0.0035155,              0.0035155,              0.0035155
                    134,                 1.5035,                0.89326,                0.84146,                 1.6628,                0.96544,                0.84572,                0.91048,                 0.5907,                0.74447,                0.41517,                  1.727,                 1.3765,                0.88809,                 1.8062,                 1.4501,                0.89057,               0.003466,               0.003466,               0.003466
                    135,                 1.4898,                0.89366,                0.84963,                  1.639,                0.96669,                0.85517,                0.86816,                0.67382,                0.78107,                0.43738,                   1.67,                  1.245,                0.88161,                 1.8192,                  1.281,                0.89217,              0.0034165,              0.0034165,              0.0034165
                    136,                 1.5078,                0.90377,                0.85078,                 1.6519,                 0.9791,                0.85374,                0.91727,                0.67038,                0.77573,                0.43961,                 1.6381,                  1.213,                0.88006,                 1.7382,                 1.2972,                0.88575,               0.003367,               0.003367,               0.003367
                    137,                 1.4535,                0.85975,                0.83715,                 1.6343,                0.93642,                  0.843,                0.86472,                0.69767,                 0.7743,                0.42943,                 1.6811,                 1.1861,                0.88522,                 1.7769,                 1.2982,                0.88332,              0.0033175,              0.0033175,              0.0033175
                    138,                 1.5139,                0.92561,                0.85431,                   1.67,                0.98401,                0.85731,                0.83374,                0.67639,                0.76256,                0.43115,                 1.6917,                 1.2125,                0.88696,                 1.7611,                 1.3056,                 0.8903,               0.003268,               0.003268,               0.003268
                    139,                 1.5081,                0.90825,                0.84438,                 1.6451,                0.98449,                 0.8463,                0.83841,                0.71163,                0.77816,                0.44145,                 1.6461,                 1.1748,                0.88478,                 1.7404,                 1.2425,                0.88536,              0.0032185,              0.0032185,              0.0032185
                    140,                 1.4813,                0.86685,                0.84478,                 1.6288,                0.97813,                0.84827,                0.90491,                0.65581,                0.77581,                0.42817,                 1.6877,                  1.315,                0.88143,                 1.7838,                 1.3379,                0.88697,               0.003169,               0.003169,               0.003169
                    141,                 1.5016,                0.90704,                0.86459,                 1.6484,                0.97227,                0.85929,                0.84936,                0.71163,                0.77767,                 0.4423,                 1.6685,                 1.2371,                 0.8826,                 1.7333,                 1.2774,                0.88276,              0.0031195,              0.0031195,              0.0031195
                    142,                 1.4819,                0.87247,                0.84008,                  1.639,                0.94264,                0.84718,                 0.8774,                0.72093,                0.79455,                0.45683,                 1.6407,                 1.1935,                0.88077,                 1.7123,                 1.2485,                 0.8829,                0.00307,                0.00307,                0.00307
                    143,                 1.4899,                0.87346,                0.85171,                 1.6278,                0.92044,                0.85619,                0.92848,                0.66512,                0.78839,                0.44308,                 1.6355,                  1.194,                0.88026,                 1.6792,                 1.2905,                0.88094,              0.0030205,              0.0030205,              0.0030205
                    144,                 1.4954,                0.85882,                0.84525,                 1.6235,                0.90176,                0.84861,                0.85759,                0.72093,                0.80051,                0.44383,                 1.6602,                 1.2389,                0.87813,                 1.7072,                 1.2751,                 0.8809,               0.002971,               0.002971,               0.002971
                    145,                 1.4873,                0.85633,                0.84911,                 1.6276,                0.90577,                0.85039,                0.84914,                0.73304,                0.78798,                0.42965,                 1.6918,                 1.2966,                 0.8833,                 1.7543,                 1.3963,                0.88215,              0.0029215,              0.0029215,              0.0029215
                    146,                 1.4721,                0.84879,                0.84738,                 1.6235,                0.92592,                0.85303,                0.87612,                0.69077,                0.78053,                0.44379,                 1.7373,                 1.2733,                0.88472,                 1.7442,                 1.3534,                0.88134,               0.002872,               0.002872,               0.002872
                    147,                  1.504,                0.87673,                0.84556,                 1.6377,                0.93609,                0.84737,                0.88933,                0.65581,                0.78471,                0.43088,                 1.7194,                 1.3004,                0.88385,                 1.7731,                  1.337,                0.88451,              0.0028225,              0.0028225,              0.0028225
                    148,                 1.4835,                0.86911,                0.84093,                 1.6218,                 0.9329,                0.84167,                0.88549,                 0.6834,                 0.7801,                 0.4404,                 1.7201,                 1.2836,                0.88972,                 1.7338,                 1.3422,                 0.8844,               0.002773,               0.002773,               0.002773
                    149,                 1.4342,                0.83511,                 0.8445,                 1.5657,                0.91602,                0.84513,                0.89147,                0.68766,                 0.7745,                0.44873,                 1.6762,                 1.3001,                0.88355,                  1.718,                 1.3653,                0.87987,              0.0027235,              0.0027235,              0.0027235
                    150,                 1.4418,                0.84294,                0.84277,                 1.5814,                 0.8768,                0.84357,                0.88427,                0.72558,                0.78514,                0.45032,                 1.6537,                 1.1679,                0.87984,                 1.7404,                 1.2184,                 0.8811,               0.002674,               0.002674,               0.002674
                    151,                 1.4625,                0.83259,                0.84347,                 1.6074,                0.88996,                0.84641,                0.79916,                0.70327,                0.77741,                0.43016,                 1.7196,                 1.2901,                0.88836,                 1.7702,                  1.272,                0.88731,              0.0026245,              0.0026245,              0.0026245
                    152,                  1.468,                0.84897,                0.84133,                 1.5991,                0.89698,                 0.8423,                0.96447,                0.63137,                0.78506,                0.44797,                 1.6109,                 1.1643,                0.88303,                 1.7207,                 1.2182,                0.88298,               0.002575,               0.002575,               0.002575
                    153,                 1.4559,                 0.8497,                0.83856,                 1.6001,                0.92211,                0.83656,                0.93909,                0.71715,                0.80517,                0.44705,                 1.6706,                 1.1953,                0.88554,                 1.7824,                 1.2576,                 0.8886,              0.0025255,              0.0025255,              0.0025255
                    154,                 1.4519,                0.83583,                0.84633,                 1.5893,                0.92055,                0.84741,                0.88734,                0.74419,                 0.8087,                0.45274,                 1.6429,                 1.2104,                0.88228,                 1.7297,                 1.2163,                0.88235,               0.002476,               0.002476,               0.002476
                    155,                 1.4688,                0.87352,                0.84174,                 1.6011,                0.93041,                0.84478,                0.85567,                0.71695,                0.78237,                 0.4372,                 1.7337,                 1.1918,                0.88161,                 1.7788,                 1.2385,                0.88219,              0.0024265,              0.0024265,              0.0024265
                    156,                 1.4193,                0.81951,                0.83776,                 1.5559,                0.88538,                0.84236,                0.90641,                0.66512,                0.79418,                 0.4486,                 1.6702,                 1.2138,                0.88757,                 1.7499,                 1.2516,                0.88514,               0.002377,               0.002377,               0.002377
                    157,                 1.4459,                0.84012,                0.84399,                 1.5737,                0.91781,                0.84524,                0.89846,                0.72093,                0.81292,                0.46027,                 1.6808,                 1.1557,                0.88802,                 1.7514,                 1.1773,                0.88352,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.4175,                0.81572,                0.83652,                  1.556,                0.86807,                0.83799,                0.87102,                0.72558,                0.80728,                0.46108,                 1.6422,                 1.1627,                0.88444,                  1.705,                 1.1725,                0.88163,               0.002278,               0.002278,               0.002278
                    159,                 1.4273,                0.81795,                0.84485,                 1.5687,                 0.8889,                0.84857,                 0.9749,                0.64651,                0.77479,                0.43943,                 1.6533,                 1.1506,                0.88419,                 1.7408,                 1.2078,                0.88102,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.4394,                0.82603,                0.84022,                 1.5823,                0.88299,                0.83913,                0.90006,                0.70233,                 0.7994,                0.45088,                  1.647,                 1.1301,                0.87895,                 1.7424,                 1.1547,                0.88005,               0.002179,               0.002179,               0.002179
                    161,                 1.4371,                0.80921,                0.83464,                 1.5735,                 0.8798,                 0.8366,                0.88004,                0.71657,                0.80398,                 0.4588,                 1.6399,                 1.1194,                 0.8803,                 1.6975,                 1.1684,                0.87899,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.4254,                0.82834,                0.84104,                 1.6046,                0.90994,                0.84456,                0.92265,                0.69767,                0.80958,                0.45881,                 1.6375,                 1.1445,                0.88267,                 1.7166,                    1.2,                0.88098,                0.00208,                0.00208,                0.00208
                    163,                 1.4069,                0.82301,                 0.8395,                 1.5257,                0.88707,                0.84042,                0.92896,                0.62791,                0.78573,                0.45147,                 1.6868,                 1.1866,                0.88845,                 1.7373,                  1.243,                0.88466,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.3922,                0.80354,                0.83464,                 1.5515,                0.87097,                0.83779,                0.86297,                0.70302,                0.79833,                0.45459,                 1.6867,                 1.2018,                0.88256,                 1.7368,                 1.2267,                0.88493,               0.001981,               0.001981,               0.001981
                    165,                 1.4023,                0.78846,                0.83433,                 1.5505,                0.84724,                0.83504,                0.88134,                0.73023,                0.80489,                0.46583,                 1.6718,                 1.1822,                0.88099,                 1.7237,                 1.1775,                0.88163,              0.0019315,              0.0019315,              0.0019315
                    166,                  1.388,                0.77982,                0.83982,                 1.5382,                0.83335,                 0.8416,                0.85898,                0.73953,                0.80503,                0.46261,                 1.6391,                  1.196,                0.88016,                 1.7123,                 1.2184,                0.88165,               0.001882,               0.001882,               0.001882
                    167,                  1.415,                0.79103,                0.83357,                 1.5592,                0.84393,                0.83834,                0.90197,                0.72093,                0.80974,                 0.4521,                 1.6767,                 1.2419,                0.88522,                 1.7228,                 1.2464,                0.88266,              0.0018325,              0.0018325,              0.0018325
                    168,                  1.385,                0.78832,                0.83948,                 1.5311,                0.84317,                0.84085,                0.87795,                0.72558,                0.80493,                0.46333,                  1.664,                 1.2521,                0.88028,                 1.7147,                 1.2585,                0.88009,               0.001783,               0.001783,               0.001783
                    169,                 1.4023,                0.78001,                 0.8316,                 1.5394,                 0.8082,                0.83807,                0.86755,                0.73118,                0.80229,                0.46486,                   1.65,                 1.1671,                0.87923,                 1.7006,                 1.2278,                0.87768,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.3931,                0.78601,                0.83281,                  1.544,                0.84556,                 0.8385,                0.92065,                0.70159,                 0.8129,                0.45854,                 1.6381,                 1.2042,                0.87822,                 1.6789,                 1.2015,                0.87755,               0.001684,               0.001684,               0.001684
                    171,                 1.3608,                0.75022,                 0.8333,                 1.5102,                0.79788,                0.83925,                0.90016,                0.71287,                0.81549,                0.46527,                 1.6341,                 1.1406,                0.87687,                 1.6674,                 1.1888,                0.87611,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.4023,                0.80968,                0.83121,                   1.55,                0.86597,                0.83464,                0.86928,                0.70698,                0.79964,                0.45609,                 1.6343,                 1.2089,                0.87696,                 1.7158,                 1.2389,                0.88124,               0.001585,               0.001585,               0.001585
                    173,                 1.3885,                0.77824,                0.83933,                  1.535,                0.84096,                0.84513,                0.84304,                0.68837,                0.78322,                0.45412,                 1.6718,                 1.2259,                0.88052,                 1.7035,                 1.2656,                0.88104,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.3579,                0.74325,                 0.8356,                 1.5012,                0.78191,                0.83466,                0.94192,                0.68372,                0.80891,                0.44736,                 1.6384,                 1.2321,                0.88504,                 1.7127,                 1.2498,                0.88536,               0.001486,               0.001486,               0.001486
                    175,                 1.4009,                 0.7557,                0.84835,                 1.5458,                0.79708,                0.84604,                0.83948,                0.71628,                0.80271,                0.46123,                 1.6554,                 1.1841,                 0.8815,                 1.7143,                 1.1932,                0.88268,              0.0014365,              0.0014365,              0.0014365
                    176,                 1.4005,                0.77923,                0.82915,                 1.5575,                0.85217,                0.83583,                0.92367,                0.69302,                0.81317,                0.46247,                 1.6281,                 1.1799,                0.88342,                 1.6965,                 1.1751,                0.88408,               0.001387,               0.001387,               0.001387
                    177,                 1.3479,                0.71246,                0.84322,                  1.483,                0.74624,                0.84267,                0.85587,                0.70698,                0.79074,                0.45472,                 1.6314,                 1.2091,                0.88239,                 1.6924,                 1.2268,                0.88084,              0.0013375,              0.0013375,              0.0013375
                    178,                 1.3426,                0.73374,                0.83766,                  1.499,                0.77583,                0.84067,                0.89379,                0.70233,                0.80641,                0.46203,                 1.6294,                 1.1326,                0.88202,                 1.7133,                 1.1664,                0.88282,               0.001288,               0.001288,               0.001288
                    179,                 1.3471,                0.74859,                0.82897,                 1.5035,                0.78874,                0.83578,                0.84409,                0.73028,                0.81499,                0.46769,                 1.6185,                 1.1672,                0.88133,                 1.6838,                 1.1705,                0.88114,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.3528,                 0.7542,                 0.8334,                  1.486,                0.80027,                0.83563,                0.86771,                0.69302,                0.80392,                0.46314,                 1.6354,                 1.1576,                  0.882,                 1.6649,                 1.1683,                0.87849,               0.001189,               0.001189,               0.001189
                    181,                 1.3461,                0.75407,                0.83586,                 1.4913,                0.79775,                0.83731,                0.88627,                0.72488,                0.81216,                0.46376,                 1.6368,                 1.1475,                0.88108,                 1.6897,                  1.144,                0.87999,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.3626,                0.75463,                0.83038,                 1.5012,                0.78387,                0.83257,                0.84463,                0.75855,                0.82707,                0.47024,                 1.6154,                 1.1817,                0.87907,                 1.6767,                 1.1856,                0.87976,                0.00109,                0.00109,                0.00109
                    183,                 1.3331,                0.73671,                0.83611,                 1.4585,                0.77178,                0.83617,                 0.8609,                0.74844,                0.81505,                0.45931,                 1.6361,                 1.1412,                0.87857,                 1.7193,                 1.1856,                0.88129,              0.0010405,              0.0010405,              0.0010405
                    184,                 1.3502,                0.74389,                0.83296,                 1.5035,                0.79165,                0.83535,                0.88628,                0.72495,                0.81007,                0.46944,                 1.6135,                 1.1339,                 0.8757,                 1.6902,                 1.1755,                0.87821,               0.000991,               0.000991,               0.000991
                    185,                 1.3209,                0.70706,                0.83209,                 1.4555,                0.74535,                0.83684,                0.88509,                0.71648,                0.82183,                0.47398,                  1.609,                 1.0869,                0.87527,                 1.6886,                 1.1305,                0.87767,              0.0009415,              0.0009415,              0.0009415
                    186,                 1.3071,                0.69181,                0.82924,                  1.447,                0.72172,                0.82929,                0.87704,                0.73953,                0.82855,                0.47071,                 1.6111,                 1.1127,                0.87589,                 1.7013,                 1.1534,                0.87869,               0.000892,               0.000892,               0.000892
                    187,                 1.3681,                0.72916,                0.83889,                 1.4975,                0.77024,                0.84103,                0.89142,                0.71628,                0.82092,                0.46555,                 1.5909,                 1.1149,                0.87406,                 1.6848,                 1.1795,                0.87702,              0.0008425,              0.0008425,              0.0008425
                    188,                 1.3435,                0.70772,                0.82937,                 1.4954,                0.75252,                 0.8384,                 0.9199,                0.69437,                0.82129,                0.47411,                 1.5779,                  1.112,                0.87248,                 1.6524,                 1.1885,                0.87547,               0.000793,               0.000793,               0.000793
                    189,                 1.3824,                0.75296,                0.83377,                 1.5135,                0.79091,                0.83548,                0.90474,                0.73023,                0.82397,                0.47581,                 1.5601,                 1.1179,                0.87086,                 1.6459,                 1.1602,                0.87301,              0.0007435,              0.0007435,              0.0007435
                    190,                 1.3245,                0.71199,                0.83122,                 1.4701,                0.74792,                0.83513,                 0.9125,                0.71163,                 0.8227,                0.47985,                 1.5865,                 1.1181,                0.87318,                 1.6567,                 1.1539,                0.87528,               0.000694,               0.000694,               0.000694
                    191,                 1.2562,                0.68952,                0.83518,                 1.4079,                0.72481,                0.83934,                0.89079,                0.67907,                0.79256,                0.47105,                 1.5827,                 1.1828,                0.87443,                 1.6665,                 1.2249,                0.87524,              0.0006445,              0.0006445,              0.0006445
                    192,                  1.254,                0.68102,                0.83208,                 1.4103,                0.71101,                0.83498,                0.95824,                0.66047,                0.80601,                0.47157,                 1.5876,                 1.1494,                0.87389,                 1.6718,                 1.1723,                0.87565,               0.000595,               0.000595,               0.000595
                    193,                 1.2467,                 0.6825,                0.83814,                 1.3818,                 0.7026,                0.83552,                 0.8906,                0.69302,                0.81166,                0.47587,                 1.6074,                 1.1446,                0.87476,                 1.6763,                 1.1463,                 0.8763,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.2758,                0.67303,                0.83796,                 1.4301,                0.68452,                0.83774,                0.89693,                0.70698,                0.81999,                0.48173,                 1.6149,                 1.1238,                0.87461,                 1.7014,                 1.1205,                 0.8783,               0.000496,               0.000496,               0.000496
                    195,                 1.2398,                0.65908,                0.83582,                 1.4001,                0.68509,                0.83666,                0.86505,                0.72093,                0.81961,                0.48654,                 1.5851,                 1.1358,                0.87269,                 1.6622,                 1.1281,                0.87592,              0.0004465,              0.0004465,              0.0004465
                    196,                 1.2398,                0.65571,                0.83097,                 1.4077,                0.68312,                0.83569,                0.91451,                0.71163,                0.82246,                0.48285,                  1.585,                 1.1172,                0.87311,                 1.6611,                 1.1172,                0.87545,               0.000397,               0.000397,               0.000397
                    197,                 1.2432,                0.63744,                0.83603,                 1.3987,                0.65344,                0.83326,                0.93367,                0.69302,                0.82437,                0.49178,                   1.58,                 1.1216,                0.87442,                 1.6508,                 1.1144,                0.87576,              0.0003475,              0.0003475,              0.0003475
                    198,                  1.249,                0.66049,                0.83337,                 1.4099,                0.66823,                0.83666,                0.86941,                0.74884,                0.82653,                0.49236,                  1.577,                 1.0995,                0.87443,                 1.6521,                 1.1125,                0.87636,               0.000298,               0.000298,               0.000298
                    199,                 1.2481,                 0.6447,                0.83075,                 1.4006,                0.67506,                0.83315,                 0.8682,                0.74884,                0.82463,                0.49033,                 1.5681,                 1.0814,                0.87369,                  1.656,                 1.1024,                0.87623,              0.0002485,              0.0002485,              0.0002485
                    200,                 1.2272,                0.62762,                0.83273,                  1.392,                0.65001,                0.83284,                0.84867,                0.75349,                0.82686,                0.48758,                 1.5828,                  1.083,                0.87378,                 1.6771,                  1.094,                0.87616,               0.000199,               0.000199,               0.000199
