                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    210,                 0.7757,                0.38729,                0.83675,                 1.0175,                0.39557,                0.84386,                0.87501,                0.78292,                0.79932,                0.51638,                 1.2192,                0.54261,                0.93739,                 1.3853,                0.56806,                0.94632,              3.136e-05,              3.136e-05,              3.136e-05
                    211,                0.77924,                0.38992,                0.83846,                 1.0178,                0.39942,                0.84534,                0.89222,                0.76867,                0.81123,                 0.5277,                 1.2143,                 0.5404,                0.93654,                 1.3782,                0.55924,                0.94575,              3.103e-05,              3.103e-05,              3.103e-05
                    212,                0.78621,                0.39161,                0.83831,                  1.025,                0.39599,                0.84361,                0.91377,                0.74007,                0.81087,                0.52196,                 1.2178,                0.53792,                0.93708,                 1.3829,                0.55673,                0.94674,               3.07e-05,               3.07e-05,               3.07e-05
                    213,                0.78001,                0.38998,                0.83874,                 1.0212,                0.40056,                0.84495,                0.89289,                0.75846,                0.80797,                0.52017,                 1.2185,                0.53864,                0.93718,                 1.3811,                0.56723,                0.94595,              3.037e-05,              3.037e-05,              3.037e-05
                    214,                0.78456,                0.39119,                0.83845,                 1.0295,                0.40084,                0.84442,                 0.8994,                 0.7536,                0.79993,                0.51474,                  1.216,                0.53819,                0.93678,                 1.3845,                0.56948,                0.94596,              3.004e-05,              3.004e-05,              3.004e-05
                    215,                0.78279,                0.38956,                0.84133,                 1.0267,                0.40202,                0.84511,                0.90853,                0.75664,                0.80529,                 0.5183,                 1.2145,                0.53908,                0.93597,                 1.3831,                0.56361,                0.94472,              2.971e-05,              2.971e-05,              2.971e-05
                    216,                 0.7795,                0.38935,                0.83837,                 1.0301,                0.40326,                0.84302,                0.90006,                0.77369,                0.81269,                0.52674,                 1.2178,                0.53738,                0.93689,                 1.3859,                0.56082,                0.94437,              2.938e-05,              2.938e-05,              2.938e-05
                    217,                0.78216,                0.38893,                0.83914,                 1.0227,                 0.3992,                0.84396,                0.90054,                0.77561,                0.81095,                0.52503,                 1.2193,                0.53733,                 0.9368,                 1.3877,                0.56305,                0.94463,              2.905e-05,              2.905e-05,              2.905e-05
                    218,                0.77051,                0.38352,                0.83615,                 1.0108,                0.39462,                0.84124,                 0.9102,                0.77551,                0.81536,                0.53012,                 1.2201,                 0.5357,                0.93651,                 1.3874,                0.56184,                0.94459,              2.872e-05,              2.872e-05,              2.872e-05
                    219,                0.77224,                0.38726,                0.83745,                 1.0132,                0.39329,                0.84237,                0.91226,                0.76168,                0.82854,                0.53685,                 1.2225,                0.53725,                0.93709,                 1.3893,                0.55913,                0.94607,              2.839e-05,              2.839e-05,              2.839e-05
                    220,                0.76602,                0.38412,                0.83872,                0.99514,                0.38656,                0.84335,                0.90024,                0.77887,                0.82536,                0.53819,                 1.2197,                0.53626,                0.93674,                 1.3883,                0.56308,                  0.946,              2.806e-05,              2.806e-05,              2.806e-05
                    221,                0.76974,                0.38537,                0.83662,                 1.0158,                0.39285,                0.84125,                0.90469,                0.76812,                0.81539,                0.53096,                 1.2167,                0.53841,                0.93621,                 1.3863,                0.56614,                0.94584,              2.773e-05,              2.773e-05,              2.773e-05
                    222,                0.76374,                 0.3829,                0.83725,                0.99482,                0.38521,                0.84243,                0.90004,                0.76552,                0.82523,                0.53645,                 1.2173,                0.53798,                0.93626,                 1.3848,                0.56499,                0.94419,               2.74e-05,               2.74e-05,               2.74e-05
                    223,                0.76923,                0.38612,                0.83691,                 1.0091,                0.39698,                0.84231,                0.90123,                0.76225,                0.82788,                0.53655,                 1.2161,                0.53534,                0.93566,                 1.3828,                0.56439,                0.94337,              2.707e-05,              2.707e-05,              2.707e-05
                    224,                0.76319,                0.38206,                 0.8347,                 1.0023,                0.39173,                0.84112,                0.90279,                0.76294,                0.82977,                0.53718,                 1.2155,                0.53543,                0.93574,                 1.3847,                0.56012,                0.94465,              2.674e-05,              2.674e-05,              2.674e-05
                    225,                0.76254,                0.38168,                0.83669,                0.99674,                0.39075,                0.84122,                0.90392,                0.75944,                 0.8273,                0.53668,                 1.2171,                0.53503,                0.93617,                 1.3855,                0.56084,                  0.944,              2.641e-05,              2.641e-05,              2.641e-05
                    226,                0.75653,                0.37855,                0.83485,                0.99081,                0.38355,                0.83994,                0.90924,                0.75586,                0.82159,                0.53384,                 1.2178,                 0.5362,                0.93584,                 1.3876,                0.56035,                0.94478,              2.608e-05,              2.608e-05,              2.608e-05
                    227,                0.76046,                0.37938,                0.83768,                0.99711,                0.38743,                0.84334,                0.90278,                0.76387,                0.82032,                0.53565,                 1.2208,                0.53604,                0.93627,                 1.3915,                0.56254,                0.94517,              2.575e-05,              2.575e-05,              2.575e-05
                    228,                0.76405,                0.38603,                0.83749,                 1.0039,                0.39196,                0.84273,                0.90821,                   0.76,                0.82024,                0.52751,                 1.2239,                0.53743,                 0.9372,                 1.3938,                0.56691,                0.94602,              2.542e-05,              2.542e-05,              2.542e-05
                    229,                0.75545,                0.37877,                0.83683,                0.99177,                0.38255,                0.84146,                0.88441,                0.78156,                0.82167,                0.52491,                 1.2215,                 0.5386,                0.93709,                 1.3901,                0.56717,                0.94574,              2.509e-05,              2.509e-05,              2.509e-05
                    230,                0.75536,                0.37953,                0.83534,                0.99314,                0.38787,                0.84014,                0.91666,                0.76075,                 0.8251,                   0.53,                  1.222,                0.53731,                0.93733,                  1.391,                 0.5709,                 0.9453,              2.476e-05,              2.476e-05,              2.476e-05
                    231,                0.75785,                0.38135,                0.83561,                0.99767,                0.38732,                0.83925,                0.92469,                0.75708,                0.82817,                0.52889,                 1.2177,                 0.5365,                0.93651,                  1.387,                0.57023,                0.94366,              2.443e-05,              2.443e-05,              2.443e-05
                    232,                0.76455,                0.38139,                0.83382,                0.99666,                0.38264,                0.83903,                0.89719,                0.76779,                0.82691,                0.54072,                 1.2171,                0.53859,                0.93603,                 1.3869,                0.57004,                0.94402,               2.41e-05,               2.41e-05,               2.41e-05
                    233,                0.74481,                0.37421,                0.83311,                0.97903,                0.37865,                0.83896,                0.88927,                0.77045,                0.82243,                0.53746,                 1.2211,                0.54114,                0.93757,                 1.3889,                0.57842,                0.94401,              2.377e-05,              2.377e-05,              2.377e-05
                    234,                0.75999,                0.38097,                0.83243,                 1.0054,                0.39144,                0.83619,                0.90487,                0.75623,                0.81883,                 0.5254,                 1.2204,                0.54262,                0.93666,                 1.3918,                0.57806,                0.94469,              2.344e-05,              2.344e-05,              2.344e-05
                    235,                0.74677,                0.37576,                0.83307,                0.98289,                0.38347,                0.83776,                0.90184,                 0.7526,                0.81832,                0.53132,                 1.2216,                0.54443,                0.93736,                 1.3916,                0.57802,                0.94531,              2.311e-05,              2.311e-05,              2.311e-05
                    236,                0.74643,                0.37496,                0.83318,                0.98417,                0.38064,                0.83778,                0.87698,                0.78774,                0.82489,                0.53034,                 1.2203,                0.54302,                0.93725,                 1.3893,                0.57817,                0.94388,              2.278e-05,              2.278e-05,              2.278e-05
                    237,                0.74782,                0.37535,                0.83243,                0.98549,                0.38256,                0.83803,                0.88547,                0.78673,                0.82511,                0.53067,                 1.2199,                0.54238,                0.93765,                 1.3905,                0.57878,                0.94577,              2.245e-05,              2.245e-05,              2.245e-05
                    238,                0.75574,                0.37783,                0.83409,                0.99271,                0.38239,                0.83877,                0.88076,                0.79677,                0.82064,                0.53208,                 1.2203,                0.54287,                0.93829,                 1.3903,                0.57859,                0.94575,              2.212e-05,              2.212e-05,              2.212e-05
                    239,                0.75311,                0.37835,                0.83303,                0.99491,                0.39003,                0.83821,                0.89749,                0.79796,                0.81949,                0.53617,                 1.2186,                0.54205,                0.93822,                 1.3879,                0.57887,                0.94538,              2.179e-05,              2.179e-05,              2.179e-05
                    240,                0.74475,                0.37418,                0.83091,                0.98264,                  0.385,                0.83601,                0.89121,                0.79661,                0.81891,                0.53516,                 1.2198,                0.54196,                0.93776,                 1.3896,                0.57683,                0.94599,              2.146e-05,              2.146e-05,              2.146e-05
                    241,                0.74984,                0.37315,                0.83208,                 1.0004,                0.38415,                0.83747,                0.87839,                0.79544,                0.81618,                0.53438,                  1.219,                0.54024,                0.93707,                 1.3874,                0.57667,                0.94552,              2.113e-05,              2.113e-05,              2.113e-05
                    242,                0.74387,                0.37475,                0.83206,                0.98444,                0.38252,                0.83679,                0.87394,                0.80298,                0.81673,                0.53604,                 1.2189,                0.54106,                0.93705,                 1.3887,                0.57313,                 0.9456,               2.08e-05,               2.08e-05,               2.08e-05
                    243,                0.73047,                0.37105,                0.82988,                0.95769,                0.37373,                0.83569,                0.86658,                0.80204,                 0.8173,                  0.537,                 1.2203,                0.54098,                0.93758,                 1.3906,                0.57085,                0.94675,              2.047e-05,              2.047e-05,              2.047e-05
                    244,                0.73897,                0.37157,                0.83473,                0.96808,                0.37248,                0.84025,                0.85039,                0.80455,                0.81091,                0.53219,                 1.2206,                0.54157,                0.93798,                 1.3902,                0.57139,                0.94624,              2.014e-05,              2.014e-05,              2.014e-05
                    245,                0.74694,                0.37493,                0.83235,                0.98857,                0.38213,                0.83778,                0.87052,                0.79873,                0.81801,                0.53603,                 1.2219,                0.54054,                0.93813,                 1.3905,                0.57112,                0.94611,              1.981e-05,              1.981e-05,              1.981e-05
                    246,                0.74237,                0.37464,                0.83318,                0.97836,                0.38206,                0.83769,                 0.8769,                0.79392,                0.82682,                0.53619,                 1.2211,                0.53973,                0.93815,                 1.3906,                0.56886,                0.94611,              1.948e-05,              1.948e-05,              1.948e-05
                    247,                0.73898,                0.37185,                0.83276,                 0.9766,                0.37594,                0.83756,                0.88184,                0.77916,                0.81875,                0.53357,                 1.2215,                 0.5403,                0.93744,                 1.3899,                0.57149,                0.94598,              1.915e-05,              1.915e-05,              1.915e-05
                    248,                0.73052,                 0.3688,                0.83037,                0.96098,                0.37248,                0.83596,                0.88784,                 0.7821,                0.82489,                0.53821,                 1.2205,                0.54021,                0.93695,                 1.3895,                0.57314,                0.94544,              1.882e-05,              1.882e-05,              1.882e-05
                    249,                0.73055,                0.36959,                0.83283,                0.96327,                 0.3742,                0.83871,                0.87837,                0.78458,                0.81559,                0.53382,                  1.222,                0.53989,                0.93711,                 1.3911,                0.57573,                0.94547,              1.849e-05,              1.849e-05,              1.849e-05
                    250,                0.73854,                0.37303,                0.83308,                0.97713,                 0.3828,                0.83734,                0.87203,                0.78701,                0.81837,                0.53333,                 1.2221,                0.53935,                0.93734,                   1.39,                0.57566,                0.94517,              1.816e-05,              1.816e-05,              1.816e-05
                    251,                0.73105,                0.36944,                0.83072,                0.97059,                0.37603,                0.83675,                0.88541,                0.78177,                0.81848,                0.53192,                 1.2236,                 0.5409,                0.93802,                 1.3912,                0.57352,                0.94544,              1.783e-05,              1.783e-05,              1.783e-05
                    252,                 0.7293,                0.36962,                 0.8305,                0.96945,                0.37521,                0.83702,                0.88977,                0.78068,                0.81996,                0.53207,                 1.2232,                0.54069,                  0.938,                 1.3912,                0.57341,                0.94538,               1.75e-05,               1.75e-05,               1.75e-05
                    253,                0.73953,                0.37357,                0.83023,                0.97756,                0.38301,                0.83512,                0.87968,                0.78397,                0.81929,                0.52851,                 1.2244,                0.54317,                0.93829,                 1.3907,                0.57547,                0.94576,              1.717e-05,              1.717e-05,              1.717e-05
                    254,                0.72628,                 0.3686,                0.82878,                0.96332,                0.37279,                0.83373,                0.88127,                0.78226,                0.81846,                0.53458,                 1.2271,                0.54371,                  0.939,                  1.394,                0.57574,                0.94685,              1.684e-05,              1.684e-05,              1.684e-05
                    255,                0.74531,                0.37515,                0.83214,                0.98921,                0.38568,                0.83826,                0.83608,                0.79311,                0.81752,                0.53381,                  1.227,                0.54416,                0.93991,                 1.3918,                0.57866,                0.94677,              1.651e-05,              1.651e-05,              1.651e-05
                    256,                0.73031,                0.36959,                0.82992,                0.96501,                0.37233,                0.83591,                0.84646,                0.76702,                0.81753,                0.53505,                 1.2262,                0.54655,                0.94003,                 1.3928,                0.57367,                 0.9477,              1.618e-05,              1.618e-05,              1.618e-05
                    257,                0.72578,                0.36611,                0.82887,                 0.9647,                0.37354,                0.83445,                  0.853,                0.74526,                 0.8183,                0.53528,                 1.2259,                0.54797,                0.93957,                  1.394,                0.57647,                0.94701,              1.585e-05,              1.585e-05,              1.585e-05
                    258,                0.73485,                0.37001,                0.83023,                0.97652,                0.37625,                0.83566,                0.86889,                0.73036,                0.81939,                0.53351,                 1.2262,                0.54775,                0.93973,                 1.3934,                0.57853,                0.94705,              1.552e-05,              1.552e-05,              1.552e-05
                    259,                0.72102,                0.36475,                0.82775,                 0.9651,                0.37173,                0.83355,                0.81744,                0.78537,                0.81908,                0.53543,                  1.225,                0.54726,                0.93944,                 1.3915,                0.58115,                0.94684,              1.519e-05,              1.519e-05,              1.519e-05
                    260,                0.72911,                0.36785,                0.83074,                0.96152,                0.37229,                0.83681,                  0.825,                0.78263,                0.81929,                0.53217,                 1.2247,                0.54712,                0.93913,                 1.3907,                0.58442,                0.94661,              1.486e-05,              1.486e-05,              1.486e-05
                    261,                0.71983,                0.36525,                0.82731,                0.96114,                0.37217,                0.83287,                0.85019,                0.78518,                0.81812,                 0.5372,                 1.2259,                0.54691,                0.93953,                 1.3911,                0.58578,                0.94662,              1.453e-05,              1.453e-05,              1.453e-05
                    262,                0.71691,                0.36402,                0.83195,                0.95236,                0.36987,                0.83704,                0.86519,                0.77454,                0.81642,                0.53498,                 1.2254,                0.54688,                0.93949,                 1.3915,                0.58256,                0.94717,               1.42e-05,               1.42e-05,               1.42e-05
                    263,                0.71802,                0.36392,                 0.8281,                0.96136,                 0.3749,                0.83438,                0.86872,                0.77405,                0.81661,                0.53508,                 1.2262,                0.54796,                0.93944,                 1.3925,                0.58312,                0.94697,              1.387e-05,              1.387e-05,              1.387e-05
                    264,                0.72039,                0.36493,                0.82656,                0.95571,                0.36425,                0.83335,                0.86822,                0.77359,                0.81651,                0.53592,                 1.2277,                0.54808,                0.93991,                 1.3942,                0.58309,                0.94782,              1.354e-05,              1.354e-05,              1.354e-05
                    265,                0.71858,                0.36419,                0.82707,                0.95615,                0.36919,                0.83344,                0.86477,                0.77414,                0.81459,                0.53345,                 1.2281,                0.54833,                0.94022,                 1.3959,                0.58044,                 0.9487,              1.321e-05,              1.321e-05,              1.321e-05
                    266,                0.71945,                0.36466,                0.82657,                0.96679,                0.38025,                0.83118,                0.85652,                0.77459,                0.81441,                0.53117,                 1.2283,                0.54819,                0.93997,                 1.3958,                0.58027,                 0.9483,              1.288e-05,              1.288e-05,              1.288e-05
                    267,                 0.7193,                0.36677,                0.82926,                0.95159,                0.37303,                0.83574,                0.84073,                0.78252,                0.81594,                0.52708,                 1.2276,                0.54799,                0.93943,                 1.3958,                0.57758,                0.94751,              1.255e-05,              1.255e-05,              1.255e-05
                    268,                0.70904,                0.35951,                 0.8287,                0.94062,                0.36414,                0.83455,                0.82356,                0.78424,                0.81503,                0.52608,                 1.2278,                0.54884,                0.93957,                 1.3959,                0.58063,                 0.9481,              1.222e-05,              1.222e-05,              1.222e-05
                    269,                0.72291,                0.36507,                0.83014,                0.95639,                0.37013,                0.83532,                0.81539,                0.77829,                0.81421,                 0.5255,                  1.227,                0.54938,                0.93949,                 1.3945,                0.58119,                0.94796,              1.189e-05,              1.189e-05,              1.189e-05
                    270,                  0.712,                0.36097,                0.82525,                0.95067,                0.36628,                0.82998,                0.84559,                0.76613,                0.81608,                0.52714,                 1.2274,                0.54813,                0.93944,                 1.3958,                0.58191,                 0.9483,              1.156e-05,              1.156e-05,              1.156e-05
                    271,                0.71903,                0.36366,                0.82806,                0.96388,                0.37749,                0.83333,                 0.8645,                0.76635,                0.81618,                0.52889,                 1.2283,                 0.5474,                0.93966,                 1.3962,                0.58337,                0.94791,              1.123e-05,              1.123e-05,              1.123e-05
                    272,                0.71141,                0.36256,                0.82748,                0.94835,                0.37347,                0.83123,                0.85764,                0.76779,                0.81399,                0.52971,                 1.2277,                0.54599,                0.93947,                 1.3951,                0.58273,                0.94752,               1.09e-05,               1.09e-05,               1.09e-05
                    273,                0.70869,                0.35893,                0.82845,                0.94209,                0.36358,                 0.8331,                  0.846,                0.78377,                0.81561,                0.53103,                 1.2272,                0.54608,                0.93923,                 1.3952,                0.58361,                0.94781,              1.057e-05,              1.057e-05,              1.057e-05
                    274,                0.71454,                0.36245,                0.83002,                0.94651,                0.37051,                0.83609,                0.82646,                0.78586,                0.81402,                0.52751,                 1.2276,                0.54712,                0.93916,                 1.3959,                0.58417,                0.94714,              1.024e-05,              1.024e-05,              1.024e-05
                    275,                0.71831,                0.36371,                0.82893,                0.94294,                0.36645,                0.83425,                0.84991,                0.74222,                0.80718,                0.52355,                 1.2271,                0.54772,                 0.9391,                 1.3945,                0.58427,                0.94695,               9.91e-06,               9.91e-06,               9.91e-06
                    276,                0.70581,                  0.359,                0.82779,                0.93704,                0.36179,                0.83363,                 0.8248,                0.77561,                 0.8088,                0.52565,                 1.2265,                0.54788,                0.93898,                 1.3944,                  0.584,                 0.9473,               9.58e-06,               9.58e-06,               9.58e-06
                    277,                0.71044,                0.36033,                0.82844,                0.94301,                0.36617,                0.83369,                0.85405,                0.76236,                 0.8157,                0.52445,                 1.2272,                0.54773,                  0.939,                 1.3952,                0.58204,                0.94762,               9.25e-06,               9.25e-06,               9.25e-06
                    278,                0.71038,                0.36087,                0.82727,                0.94864,                0.36722,                0.83365,                0.84654,                0.77597,                0.81527,                0.52567,                 1.2273,                0.54777,                0.93908,                 1.3939,                0.58668,                0.94703,               8.92e-06,               8.92e-06,               8.92e-06
                    279,                0.70236,                 0.3573,                0.82858,                0.93532,                0.36449,                0.83334,                0.84524,                0.78165,                0.81483,                0.53008,                 1.2274,                0.54696,                0.93884,                 1.3953,                0.58576,                0.94683,               8.59e-06,               8.59e-06,               8.59e-06
                    280,                0.70937,                0.35941,                0.82533,                0.95088,                0.37205,                0.83027,                0.84968,                 0.7763,                0.81468,                0.53369,                 1.2266,                 0.5472,                0.93869,                 1.3955,                0.58613,                0.94667,               8.26e-06,               8.26e-06,               8.26e-06
                    281,                 0.7154,                0.36224,                0.82637,                0.95838,                0.37498,                0.83155,                0.85995,                0.77561,                0.81461,                 0.5341,                 1.2264,                0.54741,                0.93879,                 1.3959,                 0.5863,                0.94677,               7.93e-06,               7.93e-06,               7.93e-06
                    282,                0.69643,                0.35726,                0.82631,                0.93477,                0.36343,                0.83164,                0.88187,                0.77374,                0.81462,                0.53469,                 1.2271,                0.54693,                0.93926,                 1.3978,                0.58324,                0.94747,                7.6e-06,                7.6e-06,                7.6e-06
                    283,                0.71372,                0.36054,                0.82943,                0.94769,                0.37032,                0.83502,                0.88531,                0.77516,                0.81489,                0.53484,                 1.2267,                0.54614,                  0.939,                 1.3974,                0.58265,                0.94735,               7.27e-06,               7.27e-06,               7.27e-06
                    284,                0.70119,                0.35662,                 0.8276,                0.93363,                0.36307,                0.83356,                0.88093,                0.77588,                0.81527,                 0.5319,                 1.2266,                0.54633,                 0.9391,                  1.397,                0.58291,                0.94715,               6.94e-06,               6.94e-06,               6.94e-06
                    285,                0.70009,                 0.3582,                0.82498,                0.93579,                0.36691,                0.83103,                0.88263,                0.77549,                0.81459,                0.53458,                 1.2263,                0.54611,                0.93908,                 1.3957,                0.58451,                0.94688,               6.61e-06,               6.61e-06,               6.61e-06
                    286,                0.69765,                0.35653,                0.82684,                0.91825,                0.36167,                0.83188,                0.88001,                0.77569,                 0.8144,                0.53479,                  1.227,                0.54592,                0.93925,                 1.3964,                0.58322,                0.94736,               6.28e-06,               6.28e-06,               6.28e-06
                    287,                0.69309,                0.35236,                0.82617,                0.92211,                0.35914,                0.83246,                0.88132,                0.77589,                0.81459,                0.53491,                 1.2278,                0.54669,                0.93966,                 1.3967,                0.58334,                0.94754,               5.95e-06,               5.95e-06,               5.95e-06
                    288,                 0.7011,                0.35958,                0.82388,                0.94018,                0.36772,                 0.8301,                0.88388,                0.77497,                0.81488,                0.53491,                 1.2273,                0.54695,                0.93964,                 1.3958,                0.58419,                0.94651,               5.62e-06,               5.62e-06,               5.62e-06
                    289,                 0.7068,                0.35865,                0.82809,                0.93649,                 0.3662,                0.83294,                0.87938,                0.77568,                 0.8151,                0.53488,                 1.2279,                0.54713,                0.93993,                 1.3957,                 0.5834,                0.94665,               5.29e-06,               5.29e-06,               5.29e-06
                    290,                0.69165,                0.35446,                0.82582,                0.93016,                0.36245,                0.83179,                0.87819,                0.77322,                0.81558,                0.53486,                  1.228,                0.54754,                   0.94,                 1.3957,                0.58322,                0.94666,               4.96e-06,               4.96e-06,               4.96e-06
                    291,                0.70096,                0.34488,                0.82483,                0.88354,                0.32081,                 0.8295,                0.86675,                0.77133,                0.81559,                0.53433,                 1.2282,                0.54803,                0.94102,                  1.397,                0.58134,                0.94795,               4.63e-06,               4.63e-06,               4.63e-06
                    292,                0.68187,                0.33902,                0.81988,                0.86778,                0.31161,                0.82456,                0.87723,                0.75956,                0.81459,                0.53312,                 1.2281,                0.54888,                 0.9417,                  1.398,                0.58304,                0.94865,                4.3e-06,                4.3e-06,                4.3e-06
                    293,                0.67221,                0.33542,                0.81835,                0.85796,                0.31239,                0.82396,                0.87752,                0.76485,                0.81462,                0.53466,                 1.2275,                0.54967,                0.94209,                 1.3975,                0.58533,                0.94899,               3.97e-06,               3.97e-06,               3.97e-06
                    294,                0.67079,                0.33494,                0.81824,                0.85864,                0.31285,                0.82302,                0.87476,                 0.7718,                0.81423,                0.53464,                 1.2266,                0.55006,                0.94201,                 1.3978,                0.58574,                 0.9493,               3.64e-06,               3.64e-06,               3.64e-06
                    295,                0.66999,                0.33336,                0.82019,                0.85104,                0.30338,                0.82652,                0.87671,                0.77508,                0.81431,                0.53412,                 1.2259,                0.54994,                0.94196,                 1.3969,                0.58808,                0.94937,               3.31e-06,               3.31e-06,               3.31e-06
                    296,                0.66752,                0.33289,                0.81949,                0.85516,                0.30826,                0.82591,                0.88271,                0.77206,                0.81417,                0.53372,                 1.2255,                0.55008,                0.94197,                 1.3963,                0.58951,                0.94937,               2.98e-06,               2.98e-06,               2.98e-06
                    297,                0.66894,                0.33463,                0.81646,                0.85737,                0.30697,                0.82299,                0.88515,                0.77204,                0.81454,                 0.5337,                 1.2255,                 0.5496,                0.94188,                 1.3973,                0.58785,                0.94943,               2.65e-06,               2.65e-06,               2.65e-06
                    298,                0.65653,                0.32785,                 0.8176,                0.83994,                0.29961,                0.82361,                0.92207,                0.76867,                0.81465,                0.53073,                 1.2256,                0.54973,                0.94177,                 1.3976,                0.58737,                0.94937,               2.32e-06,               2.32e-06,               2.32e-06
                    299,                0.66049,                0.33091,                0.81765,                0.84985,                0.30511,                0.82235,                0.89611,                0.77652,                0.81514,                0.53069,                 1.2255,                0.54969,                 0.9416,                 1.3966,                0.58979,                0.94904,               1.99e-06,               1.99e-06,               1.99e-06
                    300,                0.65965,                0.33023,                0.81567,                0.83917,                0.29934,                0.82122,                0.89262,                0.77644,                0.81521,                0.53081,                 1.2254,                0.54953,                0.94155,                 1.3954,                 0.5909,                0.94881,               1.66e-06,               1.66e-06,               1.66e-06
