                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.97964,                0.47744,                0.87738,                 1.2278,                0.49547,                0.88206,                0.90528,                0.71527,                0.81226,                0.51876,                 1.2079,                 0.5572,                0.92718,                 1.3776,                0.56146,                0.93417,                6.7e-05,                6.7e-05,                6.7e-05
                    103,                0.97366,                0.47579,                0.87648,                 1.2138,                0.48983,                0.87995,                0.91198,                 0.7288,                0.82026,                  0.519,                 1.2213,                0.56303,                0.93005,                   1.39,                0.56647,                0.93746,              6.667e-05,              6.667e-05,              6.667e-05
                    104,                0.95781,                0.46789,                0.87314,                 1.2061,                0.49159,                0.87638,                0.89105,                 0.7329,                0.80684,                0.52341,                  1.208,                0.55026,                0.93031,                 1.3827,                0.57796,                0.93438,              6.634e-05,              6.634e-05,              6.634e-05
                    105,                0.96067,                0.46749,                0.87348,                 1.2043,                0.48598,                0.87657,                0.87521,                0.70799,                0.79806,                0.51566,                 1.2086,                0.55335,                0.92877,                 1.3825,                 0.5775,                0.93476,              6.601e-05,              6.601e-05,              6.601e-05
                    106,                0.96357,                0.47272,                0.87512,                 1.2054,                0.49082,                0.87985,                 0.7934,                0.71801,                0.77813,                0.49027,                 1.2116,                 0.5603,                0.92922,                 1.3796,                0.57853,                0.93304,              6.568e-05,              6.568e-05,              6.568e-05
                    107,                0.95905,                0.46712,                0.87322,                 1.2067,                0.48917,                 0.8767,                0.85522,                0.75974,                0.80662,                0.52723,                 1.2083,                0.55105,                0.92565,                 1.3784,                0.56367,                0.93171,              6.535e-05,              6.535e-05,              6.535e-05
                    108,                0.95089,                0.46443,                0.87097,                 1.2012,                0.48527,                0.87487,                 0.8465,                 0.7091,                0.74219,                0.47131,                 1.2048,                0.57418,                0.92669,                 1.3741,                0.57264,                0.93254,              6.502e-05,              6.502e-05,              6.502e-05
                    109,                0.96148,                0.46941,                0.87286,                 1.2033,                0.48203,                0.87696,                0.84097,                0.75888,                0.82696,                 0.5315,                 1.2086,                0.54871,                0.93122,                 1.3784,                0.55124,                0.93697,              6.469e-05,              6.469e-05,              6.469e-05
                    110,                0.96733,                0.47065,                0.87371,                 1.2053,                0.49181,                0.87599,                0.88743,                0.73341,                0.79906,                0.50804,                 1.1936,                0.54786,                0.92411,                 1.3692,                0.55278,                0.93082,              6.436e-05,              6.436e-05,              6.436e-05
                    111,                0.96017,                0.46647,                0.87261,                 1.1993,                0.48137,                0.87444,                0.81895,                0.72361,                0.79344,                 0.5041,                 1.2024,                 0.5455,                0.92737,                 1.3758,                0.56501,                0.93512,              6.403e-05,              6.403e-05,              6.403e-05
                    112,                0.94785,                0.45887,                0.87056,                 1.1997,                0.47943,                0.87616,                0.84118,                0.75662,                0.82413,                0.54321,                 1.2062,                0.54908,                0.92676,                 1.3835,                0.56056,                0.93643,               6.37e-05,               6.37e-05,               6.37e-05
                    113,                0.94318,                0.46211,                0.86886,                 1.1948,                0.48431,                0.87309,                0.90397,                0.71945,                0.79106,                0.50969,                 1.1997,                0.54963,                0.92604,                 1.3724,                0.55939,                0.93445,              6.337e-05,              6.337e-05,              6.337e-05
                    114,                0.94931,                0.46272,                0.87163,                  1.188,                0.47357,                0.87562,                0.81226,                0.74879,                0.78552,                0.50536,                 1.2032,                0.54988,                0.92607,                 1.3766,                0.56862,                0.93185,              6.304e-05,              6.304e-05,              6.304e-05
                    115,                0.95288,                0.46397,                0.87204,                 1.1931,                0.48021,                0.87703,                0.86318,                0.72128,                 0.7955,                0.51132,                 1.2038,                 0.5445,                0.92953,                 1.3715,                 0.5629,                 0.9365,              6.271e-05,              6.271e-05,              6.271e-05
                    116,                0.94662,                0.46582,                0.87035,                 1.1943,                0.48149,                0.87366,                 0.8509,                0.67631,                0.75229,                0.48105,                 1.2241,                0.56463,                0.93258,                 1.3972,                0.57577,                0.94085,              6.238e-05,              6.238e-05,              6.238e-05
                    117,                0.93933,                0.45897,                0.86823,                 1.1867,                0.47591,                0.87211,                0.85327,                0.72764,                0.77764,                0.49619,                 1.2097,                0.54906,                0.92926,                  1.388,                0.55789,                0.93861,              6.205e-05,              6.205e-05,              6.205e-05
                    118,                 0.9397,                0.45564,                0.86784,                 1.1817,                  0.471,                0.87343,                0.79571,                0.74414,                0.81949,                0.53099,                 1.1985,                0.54815,                0.92745,                 1.3675,                0.55298,                0.93581,              6.172e-05,              6.172e-05,              6.172e-05
                    119,                0.95348,                0.46086,                0.86969,                 1.2057,                0.48158,                  0.871,                0.86537,                0.74494,                0.79507,                0.51673,                 1.2053,                0.54816,                0.92779,                  1.383,                0.56076,                0.93526,              6.139e-05,              6.139e-05,              6.139e-05
                    120,                0.92787,                0.45242,                0.86838,                 1.1687,                0.46424,                0.87316,                 0.8642,                0.71667,                0.77449,                0.49892,                 1.2146,                0.55204,                0.93018,                 1.3893,                0.56029,                0.93762,              6.106e-05,              6.106e-05,              6.106e-05
                    121,                0.91458,                0.44936,                0.86436,                 1.1542,                0.46297,                0.86868,                0.87598,                0.71155,                0.81058,                0.52531,                 1.2244,                0.55631,                0.93129,                 1.3917,                0.56899,                0.93842,              6.073e-05,              6.073e-05,              6.073e-05
                    122,                0.93743,                0.45608,                0.86794,                 1.1817,                0.47939,                0.87085,                0.89084,                0.72333,                0.78257,                0.50831,                 1.2024,                0.55137,                0.92624,                 1.3753,                0.55771,                0.93417,               6.04e-05,               6.04e-05,               6.04e-05
                    123,                0.93122,                0.45202,                0.86675,                 1.1792,                0.46739,                0.87187,                0.87869,                0.76791,                 0.8261,                0.54146,                 1.2062,                0.54513,                0.92848,                 1.3809,                  0.552,                0.93775,              6.007e-05,              6.007e-05,              6.007e-05
                    124,                 0.9459,                0.45771,                0.87108,                 1.1871,                0.47614,                0.87486,                 0.8983,                0.76663,                0.83021,                0.54109,                 1.2123,                  0.546,                0.92829,                 1.3873,                  0.565,                0.93587,              5.974e-05,              5.974e-05,              5.974e-05
                    125,                0.93289,                0.45151,                0.86692,                 1.1735,                0.46668,                0.87054,                0.88695,                0.77844,                 0.8209,                0.53429,                 1.2154,                0.54981,                0.92966,                 1.3924,                0.56043,                0.93795,              5.941e-05,              5.941e-05,              5.941e-05
                    126,                0.92835,                0.45186,                0.86346,                 1.1767,                0.46867,                 0.8688,                 0.8718,                0.78325,                0.81955,                0.53061,                 1.2043,                0.54156,                0.92865,                 1.3776,                0.54862,                0.93553,              5.908e-05,              5.908e-05,              5.908e-05
                    127,                0.92076,                0.45045,                0.86531,                 1.1608,                0.46482,                0.86927,                0.91045,                0.77536,                0.82332,                0.54304,                 1.2008,                0.54286,                0.92564,                 1.3765,                0.55737,                0.93413,              5.875e-05,              5.875e-05,              5.875e-05
                    128,                0.92907,                0.45209,                0.86513,                  1.174,                0.46763,                0.86841,                0.86201,                0.80116,                0.81185,                0.53066,                 1.1984,                0.54239,                0.92407,                 1.3702,                0.55173,                0.93277,              5.842e-05,              5.842e-05,              5.842e-05
                    129,                0.90632,                0.44372,                0.86118,                 1.1429,                0.45428,                0.86594,                 0.9054,                0.73259,                0.82948,                0.54238,                 1.2097,                0.54952,                0.92951,                  1.377,                0.56428,                0.93558,              5.809e-05,              5.809e-05,              5.809e-05
                    130,                0.91367,                0.44673,                0.86062,                 1.1589,                0.46366,                0.86512,                0.89778,                0.77912,                0.82963,                0.53973,                 1.2171,                  0.546,                0.93121,                 1.3837,                0.54535,                0.93613,              5.776e-05,              5.776e-05,              5.776e-05
                    131,                 0.9038,                0.44168,                0.85954,                 1.1487,                 0.4577,                0.86414,                0.81761,                0.79468,                0.82059,                0.53121,                 1.2022,                0.54871,                0.92859,                 1.3731,                0.55211,                0.93485,              5.743e-05,              5.743e-05,              5.743e-05
                    132,                0.91175,                0.44246,                0.86279,                 1.1558,                0.45488,                0.86676,                  0.907,                0.71945,                0.79958,                0.50954,                 1.2159,                 0.5512,                0.93169,                 1.3848,                0.55262,                0.93928,               5.71e-05,               5.71e-05,               5.71e-05
                    133,                0.91185,                 0.4475,                0.86404,                 1.1539,                 0.4576,                0.86749,                0.84504,                0.74601,                0.80268,                 0.5182,                 1.2111,                0.54797,                0.93162,                 1.3788,                0.55901,                0.93781,              5.677e-05,              5.677e-05,              5.677e-05
                    134,                0.90515,                0.44275,                0.86218,                  1.155,                0.46037,                0.86575,                0.89308,                0.72433,                0.81703,                0.52887,                  1.205,                0.54314,                0.92806,                 1.3734,                0.55305,                0.93512,              5.644e-05,              5.644e-05,              5.644e-05
                    135,                0.90617,                0.44071,                0.85648,                 1.1505,                0.45234,                0.86143,                0.89485,                0.71942,                0.80503,                0.52547,                 1.2053,                0.54587,                0.92953,                 1.3787,                0.55861,                0.93857,              5.611e-05,              5.611e-05,              5.611e-05
                    136,                0.88451,                0.43573,                   0.86,                 1.1218,                0.44901,                0.86504,                0.87151,                0.76002,                0.83315,                0.53783,                 1.2079,                0.54286,                0.92846,                 1.3752,                0.55914,                0.93575,              5.578e-05,              5.578e-05,              5.578e-05
                    137,                0.89573,                0.43755,                0.85978,                 1.1444,                 0.4556,                 0.8657,                0.86737,                 0.7347,                0.81216,                0.53056,                 1.2096,                0.54193,                0.92992,                 1.3846,                0.55618,                0.93906,              5.545e-05,              5.545e-05,              5.545e-05
                    138,                  0.906,                  0.442,                0.86014,                 1.1517,                0.46123,                0.86368,                 0.8661,                0.75962,                0.81414,                0.53977,                 1.2069,                0.53691,                0.92801,                 1.3804,                0.55475,                0.93632,              5.512e-05,              5.512e-05,              5.512e-05
                    139,                0.89996,                0.43815,                0.85776,                 1.1418,                0.45066,                0.86255,                0.91562,                0.76915,                0.81614,                0.53927,                 1.2121,                0.53844,                0.93152,                 1.3783,                0.55605,                 0.9377,              5.479e-05,              5.479e-05,              5.479e-05
                    140,                0.90359,                0.44148,                0.85829,                 1.1546,                0.45999,                0.86113,                0.87286,                0.75662,                0.81155,                0.54126,                 1.2151,                0.53922,                0.93316,                 1.3849,                0.55863,                 0.9401,              5.446e-05,              5.446e-05,              5.446e-05
                    141,                0.89301,                0.43625,                 0.8586,                  1.138,                0.45072,                0.86322,                0.89781,                0.71919,                0.79699,                0.52006,                  1.217,                 0.5435,                0.93391,                 1.3876,                0.55172,                0.94121,              5.413e-05,              5.413e-05,              5.413e-05
                    142,                0.88943,                0.43157,                0.85781,                 1.1291,                0.43914,                0.86324,                0.84273,                0.79056,                0.82155,                0.54108,                 1.2099,                0.53786,                0.93285,                 1.3795,                0.55453,                0.93911,               5.38e-05,               5.38e-05,               5.38e-05
                    143,                0.89862,                0.43864,                  0.862,                 1.1381,                0.44965,                0.86644,                0.84799,                0.79341,                0.82962,                0.54623,                 1.2071,                0.53818,                0.93237,                 1.3788,                0.55038,                0.94016,              5.347e-05,              5.347e-05,              5.347e-05
                    144,                0.89069,                0.43462,                0.85823,                 1.1299,                0.44519,                0.86347,                0.92551,                0.72705,                0.82257,                0.53788,                 1.2036,                0.53714,                0.92991,                  1.376,                0.54215,                 0.9379,              5.314e-05,              5.314e-05,              5.314e-05
                    145,                 0.8865,                0.43782,                0.85686,                 1.1345,                0.45241,                0.86095,                0.90062,                0.77781,                 0.8214,                0.53957,                 1.2029,                0.53484,                0.93084,                 1.3749,                0.53941,                0.93904,              5.281e-05,              5.281e-05,              5.281e-05
                    146,                0.87828,                0.43213,                 0.8562,                 1.1233,                0.44605,                0.86163,                0.86264,                0.76244,                0.81566,                0.54233,                 1.2121,                0.53575,                0.93304,                 1.3798,                0.54638,                0.94065,              5.248e-05,              5.248e-05,              5.248e-05
                    147,                0.88653,                0.43292,                0.85772,                 1.1358,                0.44937,                0.86277,                0.89964,                 0.7752,                0.82143,                0.53815,                 1.2126,                0.53391,                0.93038,                 1.3828,                0.54313,                0.93763,              5.215e-05,              5.215e-05,              5.215e-05
                    148,                0.87926,                0.43187,                0.85721,                 1.1268,                0.45031,                0.86151,                0.89105,                0.79535,                0.82045,                 0.5362,                 1.2163,                0.53409,                0.93328,                 1.3862,                0.54726,                0.94027,              5.182e-05,              5.182e-05,              5.182e-05
                    149,                0.87705,                0.43016,                0.85532,                 1.1202,                0.44592,                0.86041,                0.84518,                0.78927,                0.82712,                0.53955,                 1.2121,                0.53577,                0.93311,                 1.3846,                0.54623,                 0.9398,              5.149e-05,              5.149e-05,              5.149e-05
                    150,                 0.8819,                0.42774,                0.85656,                 1.1367,                0.44521,                0.85922,                0.87575,                 0.7653,                0.82385,                0.53652,                 1.2188,                 0.5349,                 0.9326,                 1.3858,                0.54307,                0.93881,              5.116e-05,              5.116e-05,              5.116e-05
                    151,                0.87519,                0.42507,                0.85745,                 1.1252,                0.43798,                0.86217,                0.83611,                0.76595,                0.81461,                0.53412,                 1.2004,                0.53697,                0.92878,                  1.378,                0.54962,                 0.9381,              5.083e-05,              5.083e-05,              5.083e-05
                    152,                0.87642,                 0.4281,                0.85797,                 1.1179,                0.44778,                0.86273,                0.84416,                0.76672,                0.82296,                0.54714,                 1.2128,                0.53813,                0.93094,                 1.3871,                 0.5559,                0.93919,               5.05e-05,               5.05e-05,               5.05e-05
                    153,                0.87421,                0.42868,                0.85474,                 1.1243,                0.44421,                0.85951,                 0.8349,                0.78684,                0.82641,                 0.5419,                  1.208,                0.53904,                 0.9305,                 1.3796,                0.54899,                 0.9381,              5.017e-05,              5.017e-05,              5.017e-05
                    154,                0.87105,                0.42776,                0.85387,                 1.1128,                0.44285,                0.85864,                0.82975,                0.79834,                0.83639,                0.54436,                 1.2124,                0.53394,                0.93181,                 1.3871,                0.54307,                0.93993,              4.984e-05,              4.984e-05,              4.984e-05
                    155,                0.86476,                0.42501,                0.85431,                 1.1073,                0.43638,                0.85903,                0.88351,                0.77238,                0.82698,                0.54819,                 1.2069,                0.53562,                0.92874,                 1.3786,                0.54704,                0.93678,              4.951e-05,              4.951e-05,              4.951e-05
                    156,                0.87687,                0.42812,                 0.8565,                   1.12,                0.43831,                0.86058,                0.90009,                0.76831,                 0.8318,                0.54584,                 1.2077,                  0.532,                0.93016,                 1.3757,                0.54784,                0.93491,              4.918e-05,              4.918e-05,              4.918e-05
                    157,                0.86631,                0.42231,                0.85612,                 1.1027,                0.43555,                0.85931,                0.78449,                0.75692,                0.81327,                0.53358,                 1.2108,                0.53324,                0.93165,                 1.3849,                0.55294,                0.93805,              4.885e-05,              4.885e-05,              4.885e-05
                    158,                0.86597,                 0.4257,                0.85358,                  1.113,                0.43601,                0.85755,                 0.8476,                0.77203,                0.82766,                0.54228,                 1.1981,                0.53188,                0.92829,                  1.371,                 0.5565,                 0.9344,              4.852e-05,              4.852e-05,              4.852e-05
                    159,                0.85352,                0.41886,                0.85435,                 1.0932,                0.42826,                0.85983,                0.91379,                0.75454,                 0.8271,                 0.5401,                   1.21,                0.53949,                0.93196,                 1.3812,                 0.5617,                0.93857,              4.819e-05,              4.819e-05,              4.819e-05
                    160,                0.85871,                0.41949,                0.85219,                 1.1098,                0.43627,                0.85702,                0.83491,                0.75764,                0.81952,                0.53441,                 1.2073,                 0.5385,                0.92974,                 1.3837,                0.56047,                0.93953,              4.786e-05,              4.786e-05,              4.786e-05
                    161,                0.86662,                 0.4242,                0.85215,                 1.1142,                0.44165,                 0.8566,                0.92153,                 0.7328,                0.82317,                0.54623,                 1.2041,                0.53449,                0.92776,                 1.3754,                0.55446,                0.93478,              4.753e-05,              4.753e-05,              4.753e-05
                    162,                0.85077,                0.41767,                0.84991,                 1.0978,                0.43151,                0.85448,                0.87976,                0.76961,                0.83127,                0.54458,                 1.2058,                0.53633,                0.92933,                 1.3771,                0.55491,                0.93645,               4.72e-05,               4.72e-05,               4.72e-05
                    163,                0.85552,                0.41974,                0.85303,                 1.1016,                0.43242,                0.85757,                0.86195,                0.78537,                0.82836,                0.53636,                 1.2046,                 0.5324,                0.93042,                  1.379,                0.54611,                0.93859,              4.687e-05,              4.687e-05,              4.687e-05
                    164,                0.85585,                0.42003,                0.85216,                 1.0984,                0.43173,                0.85785,                0.90686,                0.73449,                0.82701,                 0.5345,                 1.2051,                 0.5331,                0.92986,                 1.3757,                 0.5571,                0.93775,              4.654e-05,              4.654e-05,              4.654e-05
                    165,                0.85916,                0.42361,                0.85231,                 1.1083,                0.43915,                0.85561,                0.83908,                0.77157,                0.82572,                0.54272,                 1.2073,                0.53484,                0.93106,                 1.3795,                 0.5551,                0.93808,              4.621e-05,              4.621e-05,              4.621e-05
                    166,                0.84052,                0.41445,                0.84788,                 1.0903,                0.43141,                0.85364,                0.85582,                0.78866,                0.81732,                0.53322,                 1.2138,                0.53513,                0.93291,                 1.3828,                 0.5533,                0.94053,              4.588e-05,              4.588e-05,              4.588e-05
                    167,                0.84493,                0.41672,                0.85132,                 1.0897,                0.43352,                0.85607,                0.85667,                 0.7729,                 0.8195,                0.54119,                 1.2123,                0.53648,                0.93157,                 1.3799,                0.55594,                0.93867,              4.555e-05,              4.555e-05,              4.555e-05
                    168,                0.85066,                0.42007,                 0.8489,                 1.0983,                0.43176,                0.85425,                0.86104,                0.77687,                0.82034,                0.54315,                 1.2048,                0.53311,                0.92971,                 1.3766,                0.55007,                0.93887,              4.522e-05,              4.522e-05,              4.522e-05
                    169,                0.83487,                0.41125,                0.84774,                 1.0824,                0.42056,                0.85284,                0.85783,                0.76613,                0.81573,                0.54071,                 1.2034,                0.53438,                0.93055,                 1.3772,                0.55183,                0.93886,              4.489e-05,              4.489e-05,              4.489e-05
                    170,                 0.8558,                0.41819,                0.85203,                 1.0992,                0.43067,                0.85663,                0.86891,                0.76399,                0.81292,                0.53277,                 1.2154,                0.53866,                0.93377,                 1.3855,                0.55653,                0.93989,              4.456e-05,              4.456e-05,              4.456e-05
                    171,                0.84822,                0.41575,                0.84791,                 1.0938,                0.42639,                0.85369,                0.81816,                0.79627,                0.81746,                0.53355,                 1.2092,                0.53437,                0.93288,                 1.3821,                0.55588,                0.93957,              4.423e-05,              4.423e-05,              4.423e-05
                    172,                0.83707,                0.41299,                 0.8496,                 1.0814,                0.42567,                0.85472,                0.86108,                0.78079,                0.82995,                0.54228,                 1.2131,                 0.5363,                0.93285,                  1.383,                0.55312,                0.94023,               4.39e-05,               4.39e-05,               4.39e-05
                    173,                0.84394,                0.41617,                0.84992,                 1.0868,                0.43378,                0.85597,                0.86688,                0.76939,                0.83086,                 0.5335,                 1.2129,                0.53614,                0.93207,                 1.3843,                0.55335,                0.94117,              4.357e-05,              4.357e-05,              4.357e-05
                    174,                0.84065,                0.41375,                0.84858,                 1.0852,                 0.4266,                0.85351,                0.88303,                0.77462,                0.82639,                0.52895,                 1.2226,                0.53341,                0.93524,                 1.3896,                0.56295,                0.94303,              4.324e-05,              4.324e-05,              4.324e-05
                    175,                0.83612,                0.41179,                0.84998,                 1.0796,                0.41768,                0.85433,                 0.8525,                0.77115,                0.81674,                0.52323,                 1.2256,                0.53704,                0.93547,                 1.3922,                0.55009,                0.94203,              4.291e-05,              4.291e-05,              4.291e-05
                    176,                0.82495,                0.40811,                0.84945,                 1.0681,                0.41786,                0.85457,                0.90386,                 0.7517,                 0.8204,                0.52505,                 1.2208,                0.53737,                0.93599,                 1.3916,                0.55845,                0.94386,              4.258e-05,              4.258e-05,              4.258e-05
                    177,                0.82011,                0.40488,                0.85012,                 1.0557,                 0.4141,                0.85511,                 0.8365,                 0.7786,                0.82234,                0.52946,                 1.2181,                0.54028,                0.93561,                 1.3826,                0.55816,                0.94343,              4.225e-05,              4.225e-05,              4.225e-05
                    178,                 0.8308,                0.41053,                0.84525,                 1.0801,                0.42689,                0.85074,                0.82472,                0.74469,                0.81313,                0.52602,                 1.2123,                0.53716,                0.93229,                 1.3779,                0.55476,                0.93988,              4.192e-05,              4.192e-05,              4.192e-05
                    179,                 0.8267,                0.41065,                0.84599,                 1.0678,                0.42287,                0.85043,                 0.8493,                0.74268,                0.80013,                0.51742,                 1.2096,                0.54249,                0.93187,                 1.3785,                0.55705,                0.93966,              4.159e-05,              4.159e-05,              4.159e-05
                    180,                0.81851,                0.40581,                0.85122,                 1.0533,                0.41613,                 0.8556,                0.85266,                0.75821,                0.81377,                0.53361,                 1.2203,                0.53929,                0.93574,                 1.3885,                0.56455,                0.94215,              4.126e-05,              4.126e-05,              4.126e-05
                    181,                0.83737,                 0.4116,                0.84388,                 1.0808,                0.41997,                0.84805,                0.85033,                0.73809,                0.81175,                0.52957,                 1.2199,                0.54132,                 0.9357,                 1.3901,                0.56247,                0.94376,              4.093e-05,              4.093e-05,              4.093e-05
                    182,                0.81819,                0.40366,                0.84437,                 1.0609,                0.41287,                 0.8493,                0.87179,                0.72246,                0.81125,                0.53405,                 1.2147,                0.54254,                0.93353,                  1.388,                0.56345,                0.94298,               4.06e-05,               4.06e-05,               4.06e-05
                    183,                0.81907,                0.40307,                0.84555,                   1.06,                0.41513,                0.85019,                0.86381,                0.74814,                 0.8104,                0.53163,                 1.2153,                0.53884,                0.93407,                 1.3821,                0.56833,                0.94232,              4.027e-05,              4.027e-05,              4.027e-05
                    184,                0.82073,                 0.4076,                0.84534,                 1.0677,                0.41959,                0.85037,                0.85603,                0.73482,                0.80129,                0.52331,                 1.2143,                0.54087,                0.93395,                 1.3856,                0.56257,                0.94233,              3.994e-05,              3.994e-05,              3.994e-05
                    185,                0.81319,                0.40402,                0.84525,                 1.0528,                0.41406,                0.85027,                0.90565,                0.73897,                0.80974,                0.53252,                 1.2109,                0.53766,                0.93201,                  1.381,                0.56159,                0.94163,              3.961e-05,              3.961e-05,              3.961e-05
                    186,                 0.8224,                0.40743,                0.84973,                 1.0615,                0.41743,                0.85387,                0.86852,                0.75257,                0.81843,                0.53407,                  1.209,                0.53427,                0.93223,                 1.3798,                0.55829,                0.94045,              3.928e-05,              3.928e-05,              3.928e-05
                    187,                 0.8052,                0.40271,                0.84566,                 1.0418,                0.41382,                0.85093,                 0.8417,                0.77589,                0.81103,                0.52512,                 1.2153,                0.53853,                0.93662,                 1.3822,                0.55861,                0.94397,              3.895e-05,              3.895e-05,              3.895e-05
                    188,                0.82154,                0.40669,                0.84581,                 1.0704,                0.41939,                0.84951,                0.87459,                 0.7574,                0.80974,                0.52729,                 1.2136,                 0.5357,                0.93464,                 1.3841,                0.55811,                0.94251,              3.862e-05,              3.862e-05,              3.862e-05
                    189,                0.81557,                0.40378,                0.84278,                 1.0553,                0.40982,                0.84808,                0.86031,                0.77459,                0.81217,                0.52205,                 1.2161,                0.53759,                0.93323,                 1.3843,                0.56332,                0.94147,              3.829e-05,              3.829e-05,              3.829e-05
                    190,                0.81302,                0.40264,                0.84413,                 1.0616,                0.41485,                0.84919,                0.85592,                0.76746,                0.81567,                0.52122,                 1.2181,                0.53906,                 0.9337,                 1.3896,                0.55554,                0.94217,              3.796e-05,              3.796e-05,              3.796e-05
                    191,                0.80288,                0.40082,                0.84164,                 1.0442,                0.40842,                0.84716,                0.85479,                0.78393,                0.81178,                0.51977,                 1.2174,                0.53421,                0.93411,                 1.3838,                0.55458,                0.94145,              3.763e-05,              3.763e-05,              3.763e-05
                    192,                0.79714,                0.39754,                0.84158,                  1.046,                0.40882,                0.84639,                0.90706,                0.76387,                0.81392,                0.52648,                  1.216,                 0.5312,                0.93371,                 1.3856,                0.55193,                0.94249,               3.73e-05,               3.73e-05,               3.73e-05
                    193,                0.81029,                0.40063,                0.84191,                 1.0501,                 0.4119,                 0.8466,                0.90778,                0.75283,                0.82682,                0.53055,                 1.2153,                 0.5328,                0.93318,                 1.3824,                0.55748,                0.94154,              3.697e-05,              3.697e-05,              3.697e-05
                    194,                0.81304,                0.40272,                0.84626,                 1.0551,                0.41435,                0.85041,                0.86032,                0.77328,                0.82508,                 0.5328,                 1.2148,                 0.5327,                0.93433,                  1.385,                0.55407,                0.94229,              3.664e-05,              3.664e-05,              3.664e-05
                    195,                0.80676,                0.40048,                0.84285,                 1.0365,                0.40151,                0.84846,                0.86023,                0.77343,                0.82353,                0.52453,                 1.2195,                0.53267,                0.93453,                 1.3896,                0.55405,                0.94378,              3.631e-05,              3.631e-05,              3.631e-05
                    196,                0.80207,                0.39946,                0.84292,                 1.0424,                0.40691,                0.84818,                0.84647,                0.78411,                0.82104,                0.52718,                  1.214,                0.53539,                0.93363,                  1.384,                0.55134,                0.94274,              3.598e-05,              3.598e-05,              3.598e-05
                    197,                0.79701,                0.39599,                0.84342,                  1.035,                0.40121,                0.84892,                0.86877,                0.77113,                0.82676,                0.53217,                 1.2165,                0.53629,                 0.9345,                 1.3862,                0.55486,                0.94363,              3.565e-05,              3.565e-05,              3.565e-05
                    198,                0.79821,                0.39803,                0.83968,                 1.0368,                0.40526,                0.84416,                0.92037,                0.75388,                0.82593,                0.53954,                 1.2156,                0.53572,                0.93548,                 1.3844,                0.55738,                0.94305,              3.532e-05,              3.532e-05,              3.532e-05
                    199,                0.78754,                0.39351,                0.84156,                 1.0327,                0.40522,                0.84703,                0.89226,                0.75099,                0.81482,                0.52566,                 1.2187,                0.53805,                0.93565,                 1.3854,                 0.5603,                0.94287,              3.499e-05,              3.499e-05,              3.499e-05
                    200,                0.80064,                0.39808,                0.84473,                 1.0421,                0.40744,                0.85127,                0.85026,                0.78022,                0.82918,                0.53574,                  1.223,                  0.542,                0.93527,                 1.3917,                 0.5573,                0.94461,              3.466e-05,              3.466e-05,              3.466e-05
                    201,                0.79464,                0.39602,                0.84302,                 1.0362,                0.40591,                0.84698,                0.87955,                0.76966,                0.82871,                0.53324,                 1.2215,                0.53846,                0.93452,                 1.3922,                0.55368,                0.94469,              3.433e-05,              3.433e-05,              3.433e-05
                    202,                0.79796,                0.40065,                0.83947,                 1.0481,                0.41476,                0.84638,                0.83126,                0.78811,                0.82072,                0.53721,                 1.2207,                0.53891,                0.93475,                 1.3921,                0.55269,                0.94513,                3.4e-05,                3.4e-05,                3.4e-05
                    203,                0.79506,                0.39707,                0.84036,                  1.029,                0.40585,                0.84534,                0.89473,                0.77472,                0.81843,                0.53356,                 1.2218,                0.54068,                0.93608,                 1.3912,                 0.5543,                0.94507,              3.367e-05,              3.367e-05,              3.367e-05
                    204,                 0.7813,                0.38867,                0.83829,                 1.0183,                 0.3918,                0.84442,                0.89837,                0.76227,                0.82162,                0.53543,                 1.2222,                0.54095,                0.93675,                 1.3848,                0.55898,                0.94522,              3.334e-05,              3.334e-05,              3.334e-05
                    205,                0.78864,                0.39372,                0.83977,                  1.035,                0.40238,                0.84529,                0.90082,                0.76524,                0.81454,                0.53324,                  1.222,                0.54152,                0.93683,                 1.3869,                0.55843,                0.94544,              3.301e-05,              3.301e-05,              3.301e-05
                    206,                0.79838,                 0.3954,                0.83885,                 1.0384,                0.40552,                0.84431,                0.90561,                0.76233,                0.81772,                0.53027,                 1.2268,                0.53903,                0.93771,                 1.3904,                0.55353,                0.94713,              3.268e-05,              3.268e-05,              3.268e-05
                    207,                0.78241,                0.38755,                0.83831,                 1.0252,                 0.3967,                0.84453,                0.92256,                0.73704,                0.81564,                0.52673,                 1.2215,                 0.5422,                0.93671,                 1.3878,                0.55926,                0.94588,              3.235e-05,              3.235e-05,              3.235e-05
                    208,                0.78747,                0.39165,                 0.8369,                 1.0311,                0.40307,                0.84259,                0.91745,                0.75885,                0.81378,                0.52368,                 1.2211,                0.54261,                0.93803,                 1.3887,                0.56009,                0.94678,              3.202e-05,              3.202e-05,              3.202e-05
                    209,                0.78179,                0.39093,                0.83786,                 1.0234,                0.39897,                 0.8447,                0.90953,                0.77195,                0.80249,                0.51986,                   1.22,                0.54426,                0.93776,                 1.3841,                0.56664,                0.94591,              3.169e-05,              3.169e-05,              3.169e-05
